,0,1,2,3,4,5,6,7,8,9,10,11
399,5175,4831,398,2882,470,2010-Q1,2,A07,A00,U,23,42
400,914,713,633,1745,405,2010-Q2,1,A02,A00,U,11,42
401,1930,1748,430,3140,327,2010-Q2,1,A07,A00,U,11,42
402,420,337,324,1320,171,2010-Q2,2,A02,A00,U,11,42
403,1082,951,352,2012,274,2010-Q2,2,A07,A00,U,11,42
404,606,470,518,4035,233,2010-Q2,1,A02,A00,U,21,42
405,4036,3680,340,6005,424,2010-Q2,1,A07,A00,U,21,42
406,27,23,41,1959,9,2010-Q2,2,A02,A00,U,21,42
407,333,322,48,4102,23,2010-Q2,2,A07,A00,U,21,42
408,173,135,332,2812,74,2010-Q2,1,A02,A00,U,22,42
409,6229,5649,181,6963,623,2010-Q2,1,A07,A00,U,22,42
410,54,43,102,1149,19,2010-Q2,2,A02,A00,U,22,42
411,1577,1413,45,4313,170,2010-Q2,2,A07,A00,U,22,42
412,5635,4569,5182,2258,2336,2010-Q2,1,A02,A00,U,23,42
413,25809,23102,6917,4979,5101,2010-Q2,1,A07,A00,U,23,42
414,557,446,570,1320,233,2010-Q2,2,A02,A00,U,23,42
415,5507,5170,604,3005,524,2010-Q2,2,A07,A00,U,23,42
416,1081,757,464,1755,504,2010-Q3,1,A02,A00,U,11,42
417,2008,1834,498,3154,275,2010-Q3,1,A07,A00,U,11,42
418,548,358,248,1332,284,2010-Q3,2,A02,A00,U,11,42
419,1106,983,268,1953,191,2010-Q3,2,A07,A00,U,11,42
420,785,514,449,3951,384,2010-Q3,1,A02,A00,U,21,42
421,4011,3631,382,6137,460,2010-Q3,1,A07,A00,U,21,42
422,62,29,25,2322,43,2010-Q3,2,A02,A00,U,21,42
423,360,338,41,3975,38,2010-Q3,2,A07,A00,U,21,42
424,410,151,88,2513,302,2010-Q3,1,A02,A00,U,22,42
425,5979,5454,149,6726,559,2010-Q3,1,A07,A00,U,22,42
426,136,46,35,1598,113,2010-Q3,2,A02,A00,U,22,42
427,1494,1392,60,4437,110,2010-Q3,2,A07,A00,U,22,42
428,7718,5079,3682,2384,4249,2010-Q3,1,A02,A00,U,23,42
429,27738,24573,5400,5123,5413,2010-Q3,1,A07,A00,U,23,42
430,835,484,341,1409,534,2010-Q3,2,A02,A00,U,23,42
431,5583,5150,611,3100,618,2010-Q3,2,A07,A00,U,23,42
432,1035,717,327,1770,487,2010-Q4,1,A02,A00,U,11,42
433,2254,1749,323,3519,677,2010-Q4,1,A07,A00,U,11,42
434,500,315,152,1348,273,2010-Q4,2,A02,A00,U,11,42
435,1190,918,214,2148,381,2010-Q4,2,A07,A00,U,11,42
436,781,607,475,4321,317,2010-Q4,1,A02,A00,U,21,42
437,4108,3745,505,6832,627,2010-Q4,1,A07,A00,U,21,42
438,39,26,17,2059,18,2010-Q4,2,A02,A00,U,21,42
439,382,344,35,4426,49,2010-Q4,2,A07,A00,U,21,42
440,187,144,68,3114,54,2010-Q4,1,A02,A00,U,22,42
441,5823,5565,509,7454,337,2010-Q4,1,A07,A00,U,22,42
442,54,45,15,1400,10,2010-Q4,2,A02,A00,U,22,42
443,1503,1427,156,4680,90,2010-Q4,2,A07,A00,U,22,42
444,6607,4680,2331,2277,2953,2010-Q4,1,A02,A00,U,23,42
445,28544,23408,4502,5618,7573,2010-Q4,1,A07,A00,U,23,42
446,598,432,219,1251,284,2010-Q4,2,A02,A00,U,23,42
447,5699,5120,519,3507,816,2010-Q4,2,A07,A00,U,23,42
448,861,710,242,1549,224,2011-Q1,1,A02,A00,U,11,42
449,1900,1761,191,3020,192,2011-Q1,1,A07,A00,U,11,42
450,358,299,125,1233,84,2011-Q1,2,A02,A00,U,11,42
451,1018,939,126,1879,105,2011-Q1,2,A07,A00,U,11,42
452,862,671,485,3855,328,2011-Q1,1,A02,A00,U,21,42
453,4016,3703,455,6333,383,2011-Q1,1,A07,A00,U,21,42
454,33,26,26,1892,18,2011-Q1,2,A02,A00,U,21,42
455,372,346,35,4646,37,2011-Q1,2,A07,A00,U,21,42
456,186,159,64,2811,39,2011-Q1,1,A02,A00,U,22,42
457,6386,6102,678,8597,446,2011-Q1,1,A07,A00,U,22,42
458,55,46,21,1461,15,2011-Q1,2,A02,A00,U,22,42
459,1640,1571,126,5231,89,2011-Q1,2,A07,A00,U,22,42
460,5464,4412,1986,1797,1713,2011-Q1,1,A02,A00,U,23,42
461,25365,22900,4039,4757,3892,2011-Q1,1,A07,A00,U,23,42
462,470,369,270,1035,213,2011-Q1,2,A02,A00,U,23,42
463,5432,5086,488,2999,491,2011-Q1,2,A07,A00,U,23,42
464,896,704,623,1827,400,2011-Q2,1,A02,A00,U,11,42
465,2057,1878,467,3183,280,2011-Q2,1,A07,A00,U,11,42
466,433,357,378,1423,178,2011-Q2,2,A02,A00,U,11,42
467,1147,1012,333,2050,246,2011-Q2,2,A07,A00,U,11,42
468,963,767,695,4377,337,2011-Q2,1,A02,A00,U,21,42
469,4410,4096,683,6275,434,2011-Q2,1,A07,A00,U,21,42
470,39,29,56,1776,24,2011-Q2,2,A02,A00,U,21,42
471,391,371,44,4126,31,2011-Q2,2,A07,A00,U,21,42
472,179,148,342,2985,54,2011-Q2,1,A02,A00,U,22,42
473,6729,6439,139,7378,336,2011-Q2,1,A07,A00,U,22,42
474,54,41,127,1433,23,2011-Q2,2,A02,A00,U,22,42
475,1724,1650,36,4650,87,2011-Q2,2,A07,A00,U,22,42
476,5561,4451,5479,2249,2438,2011-Q2,1,A02,A00,U,23,42
477,27789,24679,8153,5058,5865,2011-Q2,1,A07,A00,U,23,42
478,523,417,656,1250,242,2011-Q2,2,A02,A00,U,23,42
479,5763,5353,779,3096,622,2011-Q2,2,A07,A00,U,23,42
480,1038,709,477,1829,546,2011-Q3,1,A02,A00,U,11,42
481,2165,1963,504,3228,339,2011-Q3,1,A07,A00,U,11,42
482,603,377,219,1339,337,2011-Q3,2,A02,A00,U,11,42
483,1182,1034,288,2024,254,2011-Q3,2,A07,A00,U,11,42
484,1153,798,706,4417,575,2011-Q3,1,A02,A00,U,21,42
485,4747,4379,451,6741,440,2011-Q3,1,A07,A00,U,21,42
486,65,33,36,2243,45,2011-Q3,2,A02,A00,U,21,42
487,415,384,66,4547,42,2011-Q3,2,A07,A00,U,21,42
488,435,167,108,3059,326,2011-Q3,1,A02,A00,U,22,42
489,6660,6455,301,7413,233,2011-Q3,1,A07,A00,U,22,42
490,146,53,33,1795,114,2011-Q3,2,A02,A00,U,22,42
491,1712,1659,92,4796,70,2011-Q3,2,A07,A00,U,22,42
492,7971,5085,4080,2510,4586,2011-Q3,1,A02,A00,U,23,42
493,30470,26954,6681,5365,6258,2011-Q3,1,A07,A00,U,23,42
494,853,466,368,1419,583,2011-Q3,2,A02,A00,U,23,42
495,5959,5505,691,3322,666,2011-Q3,2,A07,A00,U,23,42
496,933,648,317,1748,481,2011-Q4,1,A02,A00,U,11,42
497,2345,1845,378,3459,705,2011-Q4,1,A07,A00,U,11,42
498,468,297,162,1279,250,2011-Q4,2,A02,A00,U,11,42
499,1237,976,235,2210,381,2011-Q4,2,A07,A00,U,11,42
500,1107,839,564,4533,428,2011-Q4,1,A02,A00,U,21,42
501,4764,3833,476,6778,1041,2011-Q4,1,A07,A00,U,21,42
502,49,36,28,2492,19,2011-Q4,2,A02,A00,U,21,42
503,437,391,50,4412,63,2011-Q4,2,A07,A00,U,21,42
504,177,140,55,3261,49,2011-Q4,1,A02,A00,U,22,42
505,6864,6407,209,7634,531,2011-Q4,1,A07,A00,U,22,42
506,56,41,25,1344,21,2011-Q4,2,A02,A00,U,22,42
507,1757,1507,69,4919,275,2011-Q4,2,A07,A00,U,22,42
508,6751,4753,2492,2293,3064,2011-Q4,1,A02,A00,U,23,42
509,31098,25472,5279,5571,8280,2011-Q4,1,A07,A00,U,23,42
510,580,399,222,1216,286,2011-Q4,2,A02,A00,U,23,42
511,5946,5217,651,3472,1011,2011-Q4,2,A07,A00,U,23,42
512,723,600,301,1713,217,2012-Q1,1,A02,A00,U,11,42
513,1948,1803,251,3241,209,2012-Q1,1,A07,A00,U,11,42
514,341,285,123,1242,95,2012-Q1,2,A02,A00,U,11,42
515,1041,952,192,2115,128,2012-Q1,2,A07,A00,U,11,42
516,1185,918,485,4326,408,2012-Q1,1,A02,A00,U,21,42
517,4299,3950,417,7020,430,2012-Q1,1,A07,A00,U,21,42
518,58,40,28,2761,29,2012-Q1,2,A02,A00,U,21,42
519,434,407,52,5085,40,2012-Q1,2,A07,A00,U,21,42
520,160,131,88,3077,47,2012-Q1,1,A02,A00,U,22,42
521,6755,6369,260,9196,526,2012-Q1,1,A07,A00,U,22,42
522,59,41,32,1574,27,2012-Q1,2,A02,A00,U,22,42
523,1619,1521,62,5964,131,2012-Q1,2,A07,A00,U,22,42
524,5595,4421,2346,2039,1914,2012-Q1,1,A02,A00,U,23,42
525,27303,24558,4278,4998,4348,2012-Q1,1,A07,A00,U,23,42
526,471,360,250,1162,219,2012-Q1,2,A02,A00,U,23,42
527,5533,5170,553,3208,530,2012-Q1,2,A07,A00,U,23,42
528,810,627,584,1807,398,2012-Q2,1,A02,A00,U,11,42
529,2138,1919,438,3294,334,2012-Q2,1,A07,A00,U,11,42
530,416,314,398,1339,210,2012-Q2,2,A02,A00,U,11,42
531,1204,1052,288,2125,249,2012-Q2,2,A07,A00,U,11,42
532,1147,894,546,4210,367,2012-Q2,1,A02,A00,U,21,42
533,4565,4157,530,6474,509,2012-Q2,1,A07,A00,U,21,42
534,56,44,39,2384,15,2012-Q2,2,A02,A00,U,21,42
535,465,433,59,4265,45,2012-Q2,2,A07,A00,U,21,42
536,170,138,351,2889,45,2012-Q2,1,A02,A00,U,22,42
537,6903,6540,328,7534,450,2012-Q2,1,A07,A00,U,22,42
538,53,41,122,1628,21,2012-Q2,2,A02,A00,U,22,42
539,1626,1548,72,5034,90,2012-Q2,2,A07,A00,U,22,42
540,5889,4644,5078,2308,2572,2012-Q2,1,A02,A00,U,23,42
541,29674,26373,7565,5191,6048,2012-Q2,1,A07,A00,U,23,42
542,499,398,609,1310,245,2012-Q2,2,A02,A00,U,23,42
543,5879,5438,802,3226,722,2012-Q2,2,A07,A00,U,23,42
544,943,620,381,1765,499,2012-Q3,1,A02,A00,U,11,42
545,2200,1953,468,3180,386,2012-Q3,1,A07,A00,U,11,42
546,572,331,238,1296,338,2012-Q3,2,A02,A00,U,11,42
547,1192,1040,281,2101,232,2012-Q3,2,A07,A00,U,11,42
548,1163,804,417,4181,486,2012-Q3,1,A02,A00,U,21,42
549,4626,4175,958,6248,648,2012-Q3,1,A07,A00,U,21,42
550,78,41,18,2398,40,2012-Q3,2,A02,A00,U,21,42
551,485,439,38,4316,57,2012-Q3,2,A07,A00,U,21,42
552,455,172,141,2932,360,2012-Q3,1,A02,A00,U,22,42
553,6771,6473,523,7273,353,2012-Q3,1,A07,A00,U,22,42
554,150,49,73,1870,145,2012-Q3,2,A02,A00,U,22,42
555,1618,1538,344,4858,112,2012-Q3,2,A07,A00,U,22,42
556,7789,5023,3366,2393,4235,2012-Q3,1,A02,A00,U,23,42
557,31360,27180,6713,5206,7075,2012-Q3,1,A07,A00,U,23,42
558,808,447,364,1412,549,2012-Q3,2,A02,A00,U,23,42
559,5947,5464,861,3230,707,2012-Q3,2,A07,A00,U,23,42
560,815,577,292,1736,400,2012-Q4,1,A02,A00,U,11,42
561,2339,1882,349,3750,642,2012-Q4,1,A07,A00,U,11,42
562,457,301,124,1301,224,2012-Q4,2,A02,A00,U,11,42
563,1256,988,176,2447,358,2012-Q4,2,A07,A00,U,11,42
564,993,789,256,4313,285,2012-Q4,1,A02,A00,U,21,42
565,5113,4626,348,6863,690,2012-Q4,1,A07,A00,U,21,42
566,56,37,19,2267,26,2012-Q4,2,A02,A00,U,21,42
567,486,443,36,4919,65,2012-Q4,2,A07,A00,U,21,42
568,218,170,81,3363,71,2012-Q4,1,A02,A00,U,22,42
569,7246,6906,321,8087,431,2012-Q4,1,A07,A00,U,22,42
570,75,49,47,1535,46,2012-Q4,2,A02,A00,U,22,42
571,1860,1768,63,5113,107,2012-Q4,2,A07,A00,U,22,42
572,6617,4794,2358,2337,2861,2012-Q4,1,A02,A00,U,23,42
573,32270,26554,5382,5694,8658,2012-Q4,1,A07,A00,U,23,42
574,577,392,248,1289,299,2012-Q4,2,A02,A00,U,23,42
575,6227,5635,622,3600,869,2012-Q4,2,A07,A00,U,23,42
576,215,168,77,1513,61,2010-Q1,1,A02,A00,U,11,21
577,728,664,96,3056,79,2010-Q1,1,A07,A00,U,11,21
578,69,59,41,1575,19,2010-Q1,2,A02,A00,U,11,21
579,346,315,63,2064,40,2010-Q1,2,A07,A00,U,11,21
580,487,428,171,3816,96,2010-Q1,1,A02,A00,U,21,21
581,3042,2893,173,6058,178,2010-Q1,1,A07,A00,U,21,21
582,17,15,4,2240,3,2010-Q1,2,A02,A00,U,21,21
583,175,162,18,3364,16,2010-Q1,2,A07,A00,U,21,21
584,108,92,17,2005,18,2010-Q1,1,A02,A00,U,22,21
585,1576,1523,131,5790,79,2010-Q1,1,A07,A00,U,22,21
586,23,19,6,1243,6,2010-Q1,2,A02,A00,U,22,21
587,485,462,49,3567,32,2010-Q1,2,A07,A00,U,22,21
588,1572,1210,542,1726,519,2010-Q1,1,A02,A00,U,23,21
589,6805,5984,941,4013,1112,2010-Q1,1,A07,A00,U,23,21
590,173,130,73,1201,68,2010-Q1,2,A02,A00,U,23,21
591,1348,1222,159,2576,177,2010-Q1,2,A07,A00,U,23,21
592,230,183,166,1799,109,2010-Q2,1,A02,A00,U,11,21
593,770,669,159,3059,146,2010-Q2,1,A07,A00,U,11,21
594,90,67,75,1758,53,2010-Q2,2,A02,A00,U,11,21
595,382,338,104,2198,78,2010-Q2,2,A07,A00,U,11,21
596,512,419,309,4286,167,2010-Q2,1,A02,A00,U,21,21
597,3180,3022,330,6705,210,2010-Q2,1,A07,A00,U,21,21
598,14,13,11,2546,,2010-Q2,2,A02,A00,U,21,21
599,188,175,14,3449,19,2010-Q2,2,A07,A00,U,21,21
600,98,92,72,2162,10,2010-Q2,1,A02,A00,U,22,21
601,1705,1665,37,5757,49,2010-Q2,1,A07,A00,U,22,21
602,20,18,22,1335,5,2010-Q2,2,A02,A00,U,22,21
603,516,500,16,3627,20,2010-Q2,2,A07,A00,U,22,21
604,1598,1207,1360,2064,820,2010-Q2,1,A02,A00,U,23,21
605,7289,6447,1741,4329,1394,2010-Q2,1,A07,A00,U,23,21
606,185,148,102,1408,58,2010-Q2,2,A02,A00,U,23,21
607,1420,1302,212,2701,181,2010-Q2,2,A07,A00,U,23,21
608,269,182,95,1921,126,2010-Q3,1,A02,A00,U,11,21
609,765,704,99,3459,87,2010-Q3,1,A07,A00,U,11,21
610,109,77,50,1637,56,2010-Q3,2,A02,A00,U,11,21
611,392,349,53,2316,59,2010-Q3,2,A07,A00,U,11,21
612,563,408,265,4192,219,2010-Q3,1,A02,A00,U,21,21
613,3354,3191,204,5987,198,2010-Q3,1,A07,A00,U,21,21
614,26,17,5,2393,11,2010-Q3,2,A02,A00,U,21,21
615,191,179,9,3454,14,2010-Q3,2,A07,A00,U,21,21
616,153,101,28,2031,55,2010-Q3,1,A02,A00,U,22,21
617,1739,1658,44,6026,89,2010-Q3,1,A07,A00,U,22,21
618,34,18,7,1288,19,2010-Q3,2,A02,A00,U,22,21
619,524,506,14,3838,21,2010-Q3,2,A07,A00,U,22,21
620,1932,1267,1167,2196,1169,2010-Q3,1,A02,A00,U,23,21
621,7683,6763,1408,4482,1452,2010-Q3,1,A07,A00,U,23,21
622,220,143,105,1401,126,2010-Q3,2,A02,A00,U,23,21
623,1467,1349,184,2726,178,2010-Q3,2,A07,A00,U,23,21
624,235,171,54,1762,91,2010-Q4,1,A02,A00,U,11,21
625,788,676,98,3659,146,2010-Q4,1,A07,A00,U,11,21
626,97,66,31,1660,46,2010-Q4,2,A02,A00,U,11,21
627,387,328,55,2549,86,2010-Q4,2,A07,A00,U,11,21
628,551,428,275,4696,185,2010-Q4,1,A02,A00,U,21,21
629,3504,3311,187,6882,257,2010-Q4,1,A07,A00,U,21,21
630,19,17,6,1715,4,2010-Q4,2,A02,A00,U,21,21
631,193,176,14,4043,21,2010-Q4,2,A07,A00,U,21,21
632,120,109,22,2047,11,2010-Q4,1,A02,A00,U,22,21
633,1767,1718,47,6439,62,2010-Q4,1,A07,A00,U,22,21
634,21,18,5,1032,,2010-Q4,2,A02,A00,U,22,21
635,537,519,5,4112,19,2010-Q4,2,A07,A00,U,22,21
636,1773,1260,770,2099,859,2010-Q4,1,A02,A00,U,23,21
637,7840,6426,1262,5120,2070,2010-Q4,1,A07,A00,U,23,21
638,181,130,70,1402,92,2010-Q4,2,A02,A00,U,23,21
639,1485,1294,178,3194,273,2010-Q4,2,A07,A00,U,23,21
640,181,148,71,1527,46,2011-Q1,1,A02,A00,U,11,21
641,740,679,89,3218,77,2011-Q1,1,A07,A00,U,11,21
642,71,59,46,1516,24,2011-Q1,2,A02,A00,U,11,21
643,360,315,50,2120,59,2011-Q1,2,A07,A00,U,11,21
644,564,425,249,4380,194,2011-Q1,1,A02,A00,U,21,21
645,3424,3070,153,6433,401,2011-Q1,1,A07,A00,U,21,21
646,16,13,6,1609,6,2011-Q1,2,A02,A00,U,21,21
647,186,165,16,3537,26,2011-Q1,2,A07,A00,U,21,21
648,119,102,14,1727,16,2011-Q1,1,A02,A00,U,22,21
649,1830,1758,70,6314,123,2011-Q1,1,A07,A00,U,22,21
650,23,19,4,1051,4,2011-Q1,2,A02,A00,U,22,21
651,536,505,10,4014,37,2011-Q1,2,A07,A00,U,22,21
652,1487,1129,678,1760,591,2011-Q1,1,A02,A00,U,23,21
653,6842,6055,1128,4044,1185,2011-Q1,1,A07,A00,U,23,21
654,147,118,60,1152,49,2011-Q1,2,A02,A00,U,23,21
655,1361,1219,154,2627,197,2011-Q1,2,A07,A00,U,23,21
656,219,174,160,1835,116,2011-Q2,1,A02,A00,U,11,21
657,798,745,149,3086,103,2011-Q2,1,A07,A00,U,11,21
658,87,63,98,1712,64,2011-Q2,2,A02,A00,U,11,21
659,372,334,83,2240,68,2011-Q2,2,A07,A00,U,11,21
660,604,483,320,4764,184,2011-Q2,1,A02,A00,U,21,21
661,3395,3208,192,6877,217,2011-Q2,1,A07,A00,U,21,21
662,15,11,14,1639,6,2011-Q2,2,A02,A00,U,21,21
663,190,179,15,3696,15,2011-Q2,2,A07,A00,U,21,21
664,103,91,63,2023,17,2011-Q2,1,A02,A00,U,22,21
665,1877,1817,24,5838,66,2011-Q2,1,A07,A00,U,22,21
666,20,18,18,1184,,2011-Q2,2,A02,A00,U,22,21
667,538,516,15,3925,25,2011-Q2,2,A07,A00,U,22,21
668,1602,1215,1421,2136,815,2011-Q2,1,A02,A00,U,23,21
669,7619,6738,1977,4361,1590,2011-Q2,1,A07,A00,U,23,21
670,158,118,156,1280,80,2011-Q2,2,A02,A00,U,23,21
671,1445,1347,205,2759,152,2011-Q2,2,A07,A00,U,23,21
672,245,172,106,1857,121,2011-Q3,1,A02,A00,U,11,21
673,811,744,136,3597,94,2011-Q3,1,A07,A00,U,11,21
674,107,62,52,1600,67,2011-Q3,2,A02,A00,U,11,21
675,375,340,78,2352,56,2011-Q3,2,A07,A00,U,11,21
676,671,503,331,4861,241,2011-Q3,1,A02,A00,U,21,21
677,3430,3218,395,6482,250,2011-Q3,1,A07,A00,U,21,21
678,24,14,11,2284,16,2011-Q3,2,A02,A00,U,21,21
679,190,181,22,4027,13,2011-Q3,2,A07,A00,U,21,21
680,142,93,21,1852,59,2011-Q3,1,A02,A00,U,22,21
681,1894,1836,35,6272,68,2011-Q3,1,A07,A00,U,22,21
682,35,16,4,1419,22,2011-Q3,2,A02,A00,U,22,21
683,539,524,13,4061,19,2011-Q3,2,A07,A00,U,22,21
684,2017,1309,1300,2303,1226,2011-Q3,1,A02,A00,U,23,21
685,8030,7067,1948,4698,1708,2011-Q3,1,A07,A00,U,23,21
686,215,128,109,1437,134,2011-Q3,2,A02,A00,U,23,21
687,1505,1371,257,2937,204,2011-Q3,2,A07,A00,U,23,21
688,216,161,79,1707,90,2011-Q4,1,A02,A00,U,11,21
689,858,755,103,3792,154,2011-Q4,1,A07,A00,U,11,21
690,83,57,28,1511,37,2011-Q4,2,A02,A00,U,11,21
691,404,338,50,2486,91,2011-Q4,2,A07,A00,U,11,21
692,690,542,257,4910,198,2011-Q4,1,A02,A00,U,21,21
693,3636,3444,221,6717,262,2011-Q4,1,A07,A00,U,21,21
694,16,12,5,2779,5,2011-Q4,2,A02,A00,U,21,21
695,201,180,14,4608,27,2011-Q4,2,A07,A00,U,21,21
696,93,83,17,1712,14,2011-Q4,1,A02,A00,U,22,21
697,1913,1878,42,6176,52,2011-Q4,1,A07,A00,U,22,21
698,14,12,4,1192,3,2011-Q4,2,A02,A00,U,22,21
699,541,528,12,4079,15,2011-Q4,2,A07,A00,U,22,21
700,1870,1319,769,2142,902,2011-Q4,1,A02,A00,U,23,21
701,8221,7003,1281,4891,1890,2011-Q4,1,A07,A00,U,23,21
702,170,120,64,1273,78,2011-Q4,2,A02,A00,U,23,21
703,1527,1371,150,3153,232,2011-Q4,2,A07,A00,U,23,21
704,195,152,89,1564,74,2012-Q1,1,A02,A00,U,11,21
705,813,747,96,3477,87,2012-Q1,1,A07,A00,U,11,21
706,63,54,37,1452,14,2012-Q1,2,A02,A00,U,11,21
707,368,330,71,2285,54,2012-Q1,2,A07,A00,U,11,21
708,688,550,218,4600,189,2012-Q1,1,A02,A00,U,21,21
709,3661,3337,182,6532,363,2012-Q1,1,A07,A00,U,21,21
710,12,10,,2409,4,2012-Q1,2,A02,A00,U,21,21
711,188,174,14,4303,15,2012-Q1,2,A07,A00,U,21,21
712,90,77,33,1667,15,2012-Q1,1,A02,A00,U,22,21
713,1963,1881,67,6728,121,2012-Q1,1,A07,A00,U,22,21
714,14,12,4,1143,,2012-Q1,2,A02,A00,U,22,21
715,556,533,13,4287,29,2012-Q1,2,A07,A00,U,22,21
716,1570,1174,738,1968,665,2012-Q1,1,A02,A00,U,23,21
717,7547,6722,1152,4260,1264,2012-Q1,1,A07,A00,U,23,21
718,142,106,61,1229,57,2012-Q1,2,A02,A00,U,23,21
719,1435,1320,155,2752,166,2012-Q1,2,A07,A00,U,23,21
720,216,162,148,1917,109,2012-Q2,1,A02,A00,U,11,21
721,851,769,127,3993,129,2012-Q2,1,A07,A00,U,11,21
722,84,62,62,1451,44,2012-Q2,2,A02,A00,U,11,21
723,403,356,81,2329,77,2012-Q2,2,A07,A00,U,11,21
724,662,512,172,4862,187,2012-Q2,1,A02,A00,U,21,21
725,3633,3247,125,6242,408,2012-Q2,1,A07,A00,U,21,21
726,10,6,9,3591,4,2012-Q2,2,A02,A00,U,21,21
727,189,175,12,4187,18,2012-Q2,2,A07,A00,U,21,21
728,100,87,75,1973,18,2012-Q2,1,A02,A00,U,22,21
729,2007,1929,28,6102,84,2012-Q2,1,A07,A00,U,22,21
730,14,12,22,1469,,2012-Q2,2,A02,A00,U,22,21
731,559,538,13,4059,25,2012-Q2,2,A07,A00,U,22,21
732,1621,1196,1272,2224,806,2012-Q2,1,A02,A00,U,23,21
733,8142,7250,1810,4464,1468,2012-Q2,1,A07,A00,U,23,21
734,151,117,115,1260,81,2012-Q2,2,A02,A00,U,23,21
735,1521,1388,202,2915,197,2012-Q2,2,A07,A00,U,23,21
736,235,156,84,1860,111,2012-Q3,1,A02,A00,U,11,21
737,837,772,90,3734,93,2012-Q3,1,A07,A00,U,11,21
738,100,61,26,1490,53,2012-Q3,2,A02,A00,U,11,21
739,398,364,54,2310,55,2012-Q3,2,A07,A00,U,11,21
740,593,455,93,4774,162,2012-Q3,1,A02,A00,U,21,21
741,3483,3232,112,5945,262,2012-Q3,1,A07,A00,U,21,21
742,15,6,3,2523,10,2012-Q3,2,A02,A00,U,21,21
743,184,168,6,3990,16,2012-Q3,2,A07,A00,U,21,21
744,151,102,41,2056,56,2012-Q3,1,A02,A00,U,22,21
745,2029,1956,27,6076,77,2012-Q3,1,A07,A00,U,22,21
746,37,20,4,1561,19,2012-Q3,2,A02,A00,U,22,21
747,558,541,9,4048,18,2012-Q3,2,A07,A00,U,22,21
748,1926,1287,986,2394,1054,2012-Q3,1,A02,A00,U,23,21
749,8606,7578,1540,4760,1714,2012-Q3,1,A07,A00,U,23,21
750,179,124,84,1286,96,2012-Q3,2,A02,A00,U,23,21
751,1540,1401,216,2975,232,2012-Q3,2,A07,A00,U,23,21
752,200,159,61,1944,61,2012-Q4,1,A02,A00,U,11,21
753,849,754,92,4356,135,2012-Q4,1,A07,A00,U,11,21
754,72,55,21,1580,28,2012-Q4,2,A02,A00,U,11,21
755,397,348,43,2605,71,2012-Q4,2,A07,A00,U,11,21
756,460,365,81,4852,113,2012-Q4,1,A02,A00,U,21,21
757,3396,3133,138,6893,318,2012-Q4,1,A07,A00,U,21,21
758,7,6,,1627,3,2012-Q4,2,A02,A00,U,21,21
759,184,169,17,4640,23,2012-Q4,2,A07,A00,U,21,21
760,120,99,18,2008,25,2012-Q4,1,A02,A00,U,22,21
761,2046,1985,62,6422,93,2012-Q4,1,A07,A00,U,22,21
762,18,16,5,1256,,2012-Q4,2,A02,A00,U,22,21
763,571,553,13,4535,21,2012-Q4,2,A07,A00,U,22,21
764,1703,1212,739,2311,811,2012-Q4,1,A02,A00,U,23,21
765,8547,7229,1408,5314,2089,2012-Q4,1,A07,A00,U,23,21
766,145,106,56,1400,60,2012-Q4,2,A02,A00,U,23,21
767,1540,1393,187,3472,237,2012-Q4,2,A07,A00,U,23,21
768,464,409,210,1339,100,2010-Q1,1,A02,A00,U,11,39
769,921,875,123,3346,72,2010-Q1,1,A07,A00,U,11,39
770,157,130,78,888,48,2010-Q1,2,A02,A00,U,11,39
771,493,474,106,1707,34,2010-Q1,2,A07,A00,U,11,39
772,182,152,57,2638,42,2010-Q1,1,A02,A00,U,21,39
773,1881,1776,75,6298,125,2010-Q1,1,A07,A00,U,21,39
774,19,15,17,1240,9,2010-Q1,2,A02,A00,U,21,39
775,314,299,8,3451,16,2010-Q1,2,A07,A00,U,21,39
776,172,153,50,2712,26,2010-Q1,1,A02,A00,U,22,39
777,5367,5117,431,7097,643,2010-Q1,1,A07,A00,U,22,39
778,58,51,22,1160,13,2010-Q1,2,A02,A00,U,22,39
779,1434,1379,83,4517,124,2010-Q1,2,A07,A00,U,22,39
780,3559,2870,1012,1519,989,2010-Q1,1,A02,A00,U,23,39
781,15740,14162,1889,4699,2277,2010-Q1,1,A07,A00,U,23,39
782,488,379,215,1032,206,2010-Q1,2,A02,A00,U,23,39
783,4418,4095,385,2628,455,2010-Q1,2,A07,A00,U,23,39
784,645,480,616,1578,400,2010-Q2,1,A02,A00,U,11,39
785,1166,1061,471,3033,250,2010-Q2,1,A07,A00,U,11,39
786,224,171,262,1168,152,2010-Q2,2,A02,A00,U,11,39
787,697,596,306,1979,219,2010-Q2,2,A07,A00,U,11,39
788,188,149,154,2970,63,2010-Q2,1,A02,A00,U,21,39
789,2011,1899,178,7392,150,2010-Q2,1,A07,A00,U,21,39
790,26,19,29,1307,9,2010-Q2,2,A02,A00,U,21,39
791,329,314,17,4326,22,2010-Q2,2,A07,A00,U,21,39
792,173,157,216,2456,24,2010-Q2,1,A02,A00,U,22,39
793,5332,5158,138,6482,193,2010-Q2,1,A07,A00,U,22,39
794,66,59,138,1104,11,2010-Q2,2,A02,A00,U,22,39
795,1456,1413,56,4401,48,2010-Q2,2,A07,A00,U,22,39
796,3520,2863,3647,1896,1483,2010-Q2,1,A02,A00,U,23,39
797,16917,15439,5232,4876,2763,2010-Q2,1,A07,A00,U,23,39
